,Price,Open,High,Low
2015-10-31,321.0140075683594,328.5119934082031,332.7770080566406,309.2510070800781
2015-11-01,319.67649841308594,315.0050048828125,327.47198486328125,311.8810119628906
2015-11-02,344.2845001220703,325.9419860839844,365.3599853515625,323.2090148925781
2015-11-03,387.77349853515625,361.87298583984375,417.8999938964844,357.6470031738281
2015-11-04,438.0550079345703,403.66400146484375,495.56201171875,380.5480041503906
2015-11-05,411.0709991455078,408.0769958496094,447.5610046386719,374.58099365234375
2015-11-06,374.9304962158203,388.0469970703125,395.83599853515625,354.0249938964844
2015-11-07,381.50950622558594,374.2690124511719,390.58599853515625,372.4330139160156
2015-11-08,379.2975006103516,384.2780151367188,389.8949890136719,368.7000122070313
2015-11-09,374.0865020751953,374.3240051269531,385.2780151367188,362.8949890136719
2015-11-10,355.2474975585937,379.9840087890625,381.3869934082031,329.1080017089844
2015-11-11,320.79100036621094,339.82000732421875,340.5849914550781,300.9970092773437
2015-11-12,329.21849060058594,314.0790100097656,345.0809936523437,313.3559875488281
2015-11-13,333.4945068359375,338.4979858398437,340.9140014648437,326.07501220703125
2015-11-14,334.07550048828125,336.6239929199219,338.1809997558594,329.9700012207031
2015-11-15,326.07598876953125,333.0509948730469,334.6619873046875,317.489990234375
2015-11-16,323.7655029296875,319.7349853515625,331.6260070800781,315.9049987792969
2015-11-17,333.9820098876953,330.36199951171875,338.3500061035156,329.614013671875
2015-11-18,333.58551025390625,334.5929870605469,336.531005859375,330.6400146484375
2015-11-19,330.3035125732422,334.6789855957031,335.3340148925781,325.27301025390625
2015-11-20,319.3450012207031,326.4110107421875,326.4729919433594,312.2170104980469
2015-11-21,323.8769989013672,322.0920104980469,328.15899658203125,319.5950012207031
2015-11-22,324.13450622558594,326.9750061035156,327.010009765625,321.2590026855469
2015-11-23,323.2040100097656,324.3500061035156,325.1180114746094,321.2900085449219
2015-11-24,320.5880126953125,323.0140075683594,323.0580139160156,318.1180114746094
2015-11-25,322.9519958496094,320.0450134277344,329.1340026855469,316.7699890136719
2015-11-26,347.4929962158203,328.3030090332031,366.7569885253906,328.22900390625
2015-11-27,355.7294921875,351.8609924316406,363.5889892578125,347.8699951171875
2015-11-28,355.85400390625,357.1409912109375,359.5360107421875,352.1719970703125
2015-11-29,363.802490234375,357.47198486328125,371.9389953613281,355.6659851074219
2015-11-30,376.3730010986328,371.43701171875,382.3630065917969,370.3829956054688
2015-12-01,367.7469940185547,377.41400146484375,378.9309997558594,356.56298828125
2015-12-02,355.84849548339844,361.8450012207031,362.2319946289063,349.4649963378906
2015-12-03,363.84349060058594,359.3309936523437,370.2749938964844,357.4119873046875
2015-12-04,359.63648986816406,361.2619934082031,363.5159912109375,355.7569885253906
2015-12-05,376.5070037841797,363.7210083007813,389.7850036621094,363.22900390625
2015-12-06,394.94898986816406,389.5549926757813,402.8089904785156,387.0889892578125
2015-12-07,392.6900024414063,389.9779968261719,399.968994140625,385.4110107421875
2015-12-08,402.7565002441406,395.7539978027344,415.56298828125,389.9500122070313
2015-12-09,414.7054901123047,414.4410095214844,423.1199951171875,406.2909851074219
2015-12-10,415.5285034179688,417.9880065917969,419.5090026855469,411.5480041503906
2015-12-11,433.6094970703125,415.281005859375,451.93798828125,415.281005859375
2015-12-12,439.9219970703125,452.3349914550781,469.1029968261719,410.7409973144531
2015-12-13,433.9739990234375,431.6600036621094,441.6799926757813,426.26800537109375
2015-12-14,438.7989959716797,433.2720031738281,447.1419982910156,430.45599365234375
2015-12-15,454.59950256347656,443.87799072265625,465.3210144042969,443.87799072265625
2015-12-16,454.5295104980469,465.2080078125,465.2080078125,443.85101318359375
2015-12-17,453.35899353027344,454.7770080566406,457.8599853515625,448.8580017089844
2015-12-18,460.0585021972656,455.8469848632813,465.177001953125,454.9400024414063
2015-12-19,461.1730041503906,463.552001953125,465.58099365234375,456.7650146484375
2015-12-20,448.4915008544922,462.2340087890625,462.6449890136719,434.3380126953125
2015-12-21,436.0205078125,442.8380126953125,444.72900390625,427.31201171875
2015-12-22,439.60198974609375,437.4360046386719,443.68798828125,435.5159912109375
2015-12-23,440.57398986816406,436.7200012207031,444.5289916992188,436.6189880371094
2015-12-24,450.76649475097656,443.0910034179688,458.45599365234375,443.0769958496094
2015-12-25,455.1900024414063,454.8550109863281,458.3049926757813,452.0750122070313
2015-12-26,431.62451171875,455.7560119628906,457.489013671875,405.760009765625
